id,name,sectype,currency,exchange,minvol,maxvol,meanvol,medianvol
7498,SJW,,,,0.0425921,3.28296,0.316868,0.253401
7499,SKF,,,,0.111324,5.81657,0.587205,0.356388
7500,SKM,,,,0.107402,1.53362,0.360399,0.27376
7501,SKOR,,,,0.0209771,0.282315,0.0441616,0.0358268
7502,SKT,,,,0.0539273,2.8855,0.296029,0.220592
7503,SKX,,,,0.154918,4.75141,0.544659,0.476788
7504,SKY,,,,0.0870674,5.57686,0.479359,0.405763
7505,SKYW,,,,0.148669,2.55658,0.481784,0.408006
7506,SKYY,,,,,,,
7507,SLAB,,,,0.122581,1.96999,0.450623,0.357619
7508,SLB,,,,0.105329,2.03684,0.359344,0.302177
7509,SLCA,,,,0.265482,2.80267,0.662944,0.575329
7510,SLCT,,,,0.0768226,1.87167,0.504254,0.386813
7511,SLDB,,,,0.35698,4.04639,1.25364,0.915182
7512,SLF,,,,0.085453,3.66837,0.300356,0.221001
7513,SLG,,,,0.091973,30.3366,0.466684,0.20516
7514,SLGG,,,,0.350281,2.38674,1.06306,0.939336
7515,SLG-I,,,,,,,
7516,SLGL,,,,0.329324,1.65689,0.66528,0.594703
7517,SLGN,,,,0.072799,2.92645,0.333246,0.249489
7518,SLM,,,,0.116709,4.32542,0.354933,0.268989
7519,SLMBP,,,,0.0371061,1.65424,0.248497,0.21832
7520,SLNO,,,,0.329427,3.32428,1.0485,0.912299
7521,SLP,,,,0.141327,1.11988,0.443027,0.39531
7522,SLQD,,,,0.00729388,0.227625,0.0218721,0.0151796
7523,SLQT,,,,0.426961,0.825136,0.61829,0.578698
7524,SLRC,,,,0.0758649,2.10862,0.218105,0.166817
7525,SLRX,,,,0.281376,3.99425,1.0655,0.834723
7526,SLS,,,,0.360189,15.9419,1.3352,0.965197
7527,SLT,,,,0.11582,0.971285,0.308624,0.248848
7528,SLV,,,,0.105266,9.52746,0.369533,0.256314
7529,SLVO,,,,0.0893676,0.689135,0.209509,0.193796
7530,SLVP,,,,0.14489,1.34088,0.392485,0.362209
7531,SLX,,,,0.134067,1.65904,0.359967,0.297311
7532,SLY,,,,0.0845527,2.9108,0.222984,0.162511
7533,SLYG,,,,0.0759174,5.79328,0.25519,0.158118
7534,SLYV,,,,0.0801341,2.90009,0.230596,0.164577
7535,SM,,,,0.159399,3.52808,0.544854,0.451043
7536,SMAR,,,,0.274388,1.08382,0.616726,0.601079
7537,SMB,,,,0.0122443,4.61508,0.0858657,0.0286174
7538,SMBC,,,,0.0729842,2.0177,0.369979,0.310525
7539,SMBK,,,,0.0798735,1.82792,0.389431,0.286207
7540,SMCI,,,,0.123052,1.79351,0.481637,0.429924
7541,SMCP,,,,0.0898751,0.661699,0.226063,0.186718
7542,SMDD,,,,0.207743,6.26359,0.693769,0.426488
7543,SMDV,,,,0.0671157,0.95438,0.169807,0.129805
7544,SMDY,,,,,,,
7545,SMED,,,,0.182774,1.57466,0.51073,0.467303
7546,SMEZ,,,,0.0683591,0.628915,0.179237,0.165791
7547,SMFG,,,,0.0838189,0.821524,0.282499,0.25505
7548,SMG,,,,0.0818716,2.00242,0.292456,0.244203
7549,SMH,,,,,,,
7550,SMHB,,,,0.175983,3.46865,0.727829,0.452609
7551,SMHI,,,,0.238108,2.62909,0.661933,0.473575
7552,SMID,,,,0.0307514,0.754551,0.366051,0.359348
7553,SMIN,,,,0.107133,0.998188,0.245853,0.218212
7554,SMIT,,,,0.157543,3.4697,0.715987,0.635423
7555,SMLF,,,,0.0594204,0.909402,0.191784,0.158828
7556,SMLP,,,,0.149418,11.1315,0.636875,0.368953
7557,SMLV,,,,0.0576445,0.979273,0.167209,0.13655
7558,SMM,,,,0.0415574,1.72399,0.280987,0.212294
7559,SMMC,,,,0.0457821,0.559411,0.179257,0.131091
7560,SMMCU,,,,0.0372471,0.884296,0.347749,0.289615
7561,SMMCW,,,,,,,
7562,SMMD,,,,0.0579146,0.944187,0.214216,0.1691
7563,SMMF,,,,0.0690547,2.33403,0.472368,0.368382
7564,SMMT,,,,0.230928,4.58409,0.778294,0.618679
7565,SMMU,,,,0.00720137,0.131691,0.0259926,0.0215853
7566,SMMV,,,,0.047716,0.826701,0.140415,0.0980721
7567,SMN,,,,0.133313,6.8181,0.632372,0.436801
7568,SMOG,,,,0.0875526,0.886206,0.212146,0.170557
7569,SMP,,,,0.10608,1.67428,0.398532,0.337508
7570,SMPL,,,,0.107136,1.17835,0.38568,0.314785
7571,SMSI,,,,0.268918,6.41799,0.953595,0.827363
7572,SMTC,,,,,,,
7573,SMTI,,,,,,,
7574,SMTS,,,,,,,
7575,SMTX,,,,0.178347,4.41014,0.78854,0.651238
7576,SNA,,,,0.0913005,1.19877,0.268483,0.225529
7577,SNAP,,,,0.300775,1.11735,0.574583,0.527069
7578,SNBR,,,,0.143291,2.71641,0.661545,0.529948
7579,SNCA,,,,0.476781,2.39772,1.20636,1.00795
7580,SNCR,,,,0.148426,1.98824,0.596408,0.513028
7581,SND,,,,0.285301,2.24009,0.803332,0.713661
7582,SNDE,,,,0.415027,9.4186,1.24736,0.807326
7583,SNDL,,,,0.623002,3.49119,1.53672,1.36541
7584,SNDR,,,,0.130436,0.65782,0.324441,0.300846
7585,SNDX,,,,0.373052,2.0632,0.787661,0.704794
7586,SNE,,,,0.0826828,2.05801,0.341614,0.312456
7587,SNES,,,,0.306541,12.7958,1.49196,0.933934
7588,SNEX,,,,0.113563,1.24594,0.322399,0.290437
7589,SNFCA,,,,0.100893,2.82999,0.693407,0.596778
7590,SNGX,,,,0.206122,9.00515,1.02704,0.770148
7591,SNLN,,,,0.0123605,0.341083,0.0465958,0.024357
7592,SNMP,,,,0.163198,9.49276,0.96881,0.620402
7593,SNN,,,,0.0754923,3.89881,0.294496,0.24043
7594,SNOA,,,,0.194191,9.25845,1.04932,0.716611
7595,SNOW,,,,0.708603,1.01019,0.807652,0.768654
7596,SNP,,,,0.117602,1.43856,0.350399,0.303311
7597,SNP.U,,,,,,,
7598,SNP.W,,,,,,,
7599,SNPE,,,,0.0612724,0.77045,0.23694,0.204693
7600,SNPR,,,,,,,
7601,SNPS,,,,0.0808509,2.14806,0.354545,0.288205
7602,SNR,,,,0.12131,2.10718,0.410996,0.304443
7603,SNSR,,,,0.0863965,1.00984,0.236527,0.174338
7604,SNSS,,,,0.211354,10.1981,1.15675,0.745659
7605,SNV,,,,0.0750854,1.9841,0.383459,0.289285
7606,SNV-D,,,,,,,
7607,SNV-E,,,,,,,
7608,SNX,,,,0.0965493,2.22105,0.34476,0.299832
7609,SNY,,,,0.105139,0.952865,0.268375,0.237998
7610,SO,,,,0.0622627,2.04584,0.195585,0.16681
7611,SOA.U,,,,,,,
7612,SOA.W,,,,,,,
7613,SOAC,,,,0.106541,0.279752,0.186882,0.176737
7614,SOCL,,,,0.105449,0.766744,0.245356,0.228936
7615,SOGO,,,,0.0250357,1.40449,0.528753,0.499468
7616,SOHO,,,,0.082911,2.80034,0.364431,0.267155
7617,SOHOB,,,,0.0336587,3.89613,0.387391,0.109315
7618,SOHON,,,,0.0329658,4.12572,0.862683,0.63186
7619,SOHOO,,,,0.0299191,3.96228,0.487223,0.114234
7620,SOHU,,,,0.193871,2.61854,0.579768,0.492833
7621,SOI,,,,0.269102,1.44881,0.552845,0.504897
7622,SOJB,,,,,,,
7623,SOJC,,,,0.0373275,0.585141,0.105437,0.0788156
7624,SOJD,,,,,,,
7625,SOJE,,,,,,,
7626,SOL,,,,0.22069,6.73181,0.863412,0.760257
7627,SOLN,,,,0.0681058,0.936255,0.250061,0.171031
7628,SOLO,,,,0.16774,4.3357,1.1786,0.881012
7629,SOLOW,,,,,,,
7630,SOLY,,,,0.479906,4.1286,1.18003,0.797902
7631,SON,,,,0.0875275,1.05176,0.249003,0.213038
7632,SONA,,,,0.0857529,1.68546,0.344481,0.24021
7633,SONM,,,,0.382421,2.96111,1.14353,0.970345
7634,SONN,,,,0.347128,13.4476,1.30693,0.757814
7635,SONO,,,,0.273801,1.10982,0.596591,0.542185
7636,SOR,,,,0.046669,1.86071,0.19964,0.15656
7637,SOS,,,,0.321604,9.68346,1.43183,0.989611
7638,SOVB,,,,0.0406047,0.757346,0.152386,0.114644
7639,SOXL,,,,0.242824,5.77832,0.789521,0.653416
7640,SOXS,,,,0.237513,10.2611,1.12822,0.666195
7641,SOXX,,,,0.079729,0.954614,0.241034,0.2143
7642,SOYB,,,,,,,
7643,SP,,,,0.106753,2.98648,0.349009,0.2936
7644,SPAB,,,,0.0167576,0.27205,0.0436873,0.0336587
7645,SPAK,,,,0.356213,0.449039,0.406348,0.403917
7646,SPB,,,,0.0734333,6.55215,0.487347,0.336445
7647,SPBO,,,,0.026381,0.417837,0.064209,0.0554397
7648,SPCB,,,,0.178791,3.15317,0.702161,0.582341
7649,SPCE,,,,,,,
7650,SPD,,,,0.144222,0.208514,0.186323,0.186485
7651,SPDN,,,,0.0417009,0.731095,0.158272,0.10978
7652,SPDV,,,,0.065108,0.875699,0.207089,0.161084
7653,SPDW,,,,0.0482435,0.733527,0.188197,0.16089
7654,SPE,,,,0.0380275,1.31045,0.121412,0.0972689
7655,SPEM,,,,0.0839234,0.744998,0.210469,0.18116
7656,SPEU,,,,0.0526936,0.906085,0.212115,0.176042
7657,SPFF,,,,0.0269525,1.2434,0.0848934,0.0543709
7658,SPFI,,,,0.126827,1.59194,0.488674,0.327515
7659,SPG,,,,0.0724314,1.76857,0.265667,0.19822
7660,SPGI,,,,0.0761575,2.11206,0.291898,0.225233
7661,SPG-J,,,,,,,
7662,SPGM,,,,0.0381724,0.784128,0.168167,0.144949
7663,SPGP,,,,0.0560439,1.04302,0.168766,0.127606
7664,SPH,,,,0.0541071,1.16938,0.236224,0.207105
7665,SPHB,,,,0.0666145,1.09592,0.241271,0.195402
7666,SPHD,,,,0.048797,0.980291,0.142684,0.113403
7667,SPHQ,,,,0.0335889,0.852983,0.144406,0.122733
7668,SPHY,,,,0.0226405,0.403639,0.0721501,0.0607109
7669,SPI,,,,,,,
7670,SPIB,,,,0.0140747,0.268517,0.0384285,0.0318142
7671,SPIP,,,,0.0193895,0.252737,0.0574033,0.0500839
7672,SPKE,,,,0.178658,1.28715,0.462385,0.432386
7673,SPKEP,,,,0.0466649,2.0489,0.241292,0.136112
7674,SPL-A,,,,,,,
7675,SPLB,,,,0.0450561,0.672451,0.102749,0.0895967
7676,SPLG,,,,0.0388826,0.767948,0.145624,0.118917
7677,SPLK,,,,0.137621,1.19006,0.423201,0.386907
7678,SPLP,,,,0.0641502,0.939745,0.242061,0.200528
7679,SPLV,,,,0.0461847,0.828206,0.130675,0.106533
7680,SPMB,,,,0.0150388,0.240465,0.0452343,0.0362469
7681,SPMD,,,,,,,
7682,SPMO,,,,0.0647576,0.799877,0.197718,0.154419
7683,SPMV,,,,,,,
7684,SPN.U,,,,,,,
7685,SPNE,,,,0.124169,1.34492,0.480019,0.453897
7686,SPNS,,,,0.195104,1.13342,0.400366,0.355643
7687,SPOK,,,,0.130371,1.15577,0.359371,0.329393
7688,SPOT,,,,0.147447,0.760629,0.440741,0.425336
7689,SPPI,,,,0.188007,9.08199,0.770598,0.578751
7690,SPPP,,,,0.0838851,1.28647,0.257194,0.221191
7691,SPQQ,,,,0.137931,0.397008,0.275982,0.250223
7692,SPR,,,,0.105509,2.08223,0.402609,0.308614
7693,SPR.U,,,,,,,
7694,SPRB,,,,0.921272,1.27706,1.13274,1.14714
7695,SPRO,,,,0.324978,1.54825,0.706613,0.647015
7696,SPRT,,,,0.138497,4.81109,0.619256,0.50535
7697,SPSB,,,,0.00702798,0.237676,0.0188722,0.0145931
7698,SPSC,,,,0.10007,2.9503,0.373928,0.327429
7699,SPSK,,,,0.0192147,0.129242,0.0663774,0.0518291
7700,SPSM,,,,0.0701573,0.977785,0.1943,0.157157
7701,SPT,,,,0.451173,1.33183,0.794977,0.742387
7702,SPTI,,,,0.011613,0.107204,0.0307881,0.0276702
7703,SPTL,,,,0.0649762,0.512499,0.128177,0.117169
7704,SPTM,,,,0.0422041,1.43925,0.165851,0.12996
7705,SPTN,,,,0.133418,1.77887,0.467539,0.412418
7706,SPTS,,,,0.00439633,0.235353,0.0243463,0.0178281
7707,SPUC,,,,,,,
7708,SPUS,,,,0.116681,0.601164,0.27733,0.249679
7709,SPUU,,,,0.0770534,5.783,0.493465,0.255453
7710,SPVM,,,,0.0657967,0.891042,0.214413,0.157348
7711,SPVU,,,,0.0584678,0.914389,0.209314,0.153611
7712,SPWH,,,,0.161436,1.5991,0.519657,0.459158
7713,SPWR,,,,0.096684,2.91693,0.695393,0.612293
7714,SPXB,,,,0.029408,0.460122,0.0829465,0.0543557
7715,SPXC,,,,0.0802352,2.04669,0.369272,0.314662
7716,SPXE,,,,,,,
7717,SPXL,,,,0.107672,4.52966,0.472736,0.339174
7718,SPXN,,,,0.111426,0.692998,0.294142,0.257776
7719,SPXS,,,,,,,
7720,SPXT,,,,0.0686739,0.678722,0.229379,0.200219
7721,SPXU,,,,0.102387,6.7308,0.627053,0.379301
7722,SPXV,,,,0.117368,0.697735,0.307441,0.303942
7723,SPXX,,,,0.0466806,0.993562,0.168371,0.131865
7724,SPY,,,,0.0339531,0.86736,0.170867,0.148442
7725,SPYC,,,,0.173181,0.246872,0.224223,0.225601
7726,SPYD,,,,0.0429284,0.91505,0.177936,0.133907
7727,SPYG,,,,0.0430862,0.772947,0.155989,0.125276
7728,SPYV,,,,0.0413932,0.800237,0.148155,0.123335
7729,SPYX,,,,0.0406285,0.789966,0.151485,0.113632
7730,SQ,,,,0.212188,1.495,0.515007,0.49044
7731,SQBG,,,,0.195211,2.457,0.791584,0.63475
7732,SQEW,,,,0.131285,0.32732,0.203749,0.196732
7733,SQFT,,,,,,,
7734,SQLV,,,,0.0918151,0.845916,0.262478,0.198148
7735,SQM,,,,0.0572155,1.86615,0.349646,0.308987
7736,SQNS,,,,0.154672,2.27096,0.747415,0.642721
7737,SQQQ,,,,0.164392,6.81481,0.833182,0.45564
7738,SQZ,,,,1.29498,1.29498,1.29498,1.29498
7739,SR,,,,0.0854641,1.15488,0.222268,0.197257
7740,SR-A,,,,,,,
7741,SRAC,,,,0.0705948,0.651726,0.227724,0.22737
7742,SRACU,,,,0.054937,0.88761,0.292695,0.203657
7743,SRACW,,,,,,,
7744,SRAX,,,,0.289846,6.59203,1.11477,0.889055
7745,SRC,,,,0.0846435,6.79136,0.428748,0.218251
7746,SRC-A,,,,,,,
7747,SRCE,,,,0.10475,1.53827,0.358348,0.305879
7748,SRCL,,,,0.0665114,2.95929,0.356793,0.273199
7749,SRDX,,,,0.101543,2.2471,0.447882,0.376333
7750,SRE,,,,0.0747116,1.15034,0.203789,0.167912
7751,SREA,,,,0.0504094,1.0058,0.179737,0.090207
7752,SRE-A,,,,,,,
7753,SRE-B,,,,,,,
7754,SRET,,,,0.0433447,1.73764,0.190811,0.119616
7755,SREV,,,,0.165945,2.21689,0.557213,0.500261
7756,SRG,,,,0.121797,2.675,0.424734,0.276625
7757,SRGA,,,,0.184791,2.28306,0.554101,0.456336
7758,SRG-A,,,,,,,
7759,SRI,,,,0.119209,2.5433,0.51685,0.431503
7760,SRL,,,,0.0768472,6.78955,0.495161,0.35904
7761,SRLN,,,,0.00594761,0.465586,0.0368645,0.0211424
7762,SRLP,,,,0.0970954,0.880923,0.355892,0.318425
7763,SRNE,,,,0.261882,3.21366,0.94924,0.829356
7764,SRPT,,,,0.271838,3.409,0.804692,0.607092
7765,SRRA,,,,0.221152,15.5301,1.0931,0.669431
7766,SRRK,,,,0.411795,2.92514,0.930544,0.874207
7767,SRS,,,,0.112899,6.86437,0.614963,0.337749
7768,SRSAU,,,,0.22763,0.246443,0.233909,0.230602
7769,SRT,,,,0.115841,2.14352,0.523749,0.437734
7770,SRTS,,,,0.145449,1.44423,0.587042,0.537158
7771,SRTY,,,,0.212099,6.71966,0.788552,0.531474
7772,SRV,,,,0.0729792,2.65222,0.355397,0.249316
7773,SRVR,,,,0.0774758,0.974036,0.220305,0.17295
7774,SSB,,,,0.105119,2.00815,0.334454,0.285489
7775,SSBI,,,,0.0678562,1.37039,0.367134,0.278966
7776,SSD,,,,0.08521,2.08826,0.340697,0.279144
7777,SSG,,,,0.167383,6.75613,0.743548,0.473217
7778,SSKN,,,,0.223694,7.10021,0.881249,0.712153
7779,SSL,,,,0.115673,3.18374,0.40991,0.345856
7780,SSLY,,,,,,,
7781,SSNC,,,,0.0988799,1.09989,0.291631,0.266795
7782,SSNT,,,,0.157298,14.2452,1.89838,1.1742
7783,SSO,,,,0.0703471,2.95273,0.377853,0.271685
7784,SSP,,,,0.096466,11.4832,0.389293,0.210756
7785,SSPK,,,,0.0332619,0.678044,0.0920486,0.0687281
7786,SSPKU,,,,0.0247523,0.865319,0.125348,0.112518
7787,SSPKW,,,,,,,
7788,SSPY,,,,0.0664757,0.74653,0.229642,0.163786
7789,SSRM,,,,0.162719,2.04625,0.608284,0.563765
7790,SSSS,,,,0.101714,1.40824,0.442942,0.383433
7791,SSTI,,,,0.321703,1.32644,0.725197,0.675877
7792,SSTK,,,,0.132359,1.26416,0.432947,0.40704
7793,SSUS,,,,0.0972946,0.474539,0.235421,0.205808
7794,SSY,,,,0.131798,2.21844,0.703203,0.635279
7795,SSYS,,,,0.220282,3.07051,0.590216,0.524927
7796,ST,,,,,,,
7797,STAA,,,,0.204455,2.39465,0.630846,0.541518
7798,STA-C,,,,,,,
7799,STA-D,,,,,,,
7800,STAF,,,,0.248132,6.31565,1.29557,1.12209
7801,STAG,,,,0.0943914,1.28304,0.266676,0.218761
7802,STA-G,,,,,,,
7803,STA-I,,,,,,,
7804,STAR,,,,0.0748396,5.27149,0.492661,0.27784
7805,STAY,,,,0.146978,1.34744,0.364266,0.280288
7806,STBA,,,,0.09662,1.94061,0.316416,0.268195
7807,STC,,,,0.0683431,2.16667,0.36063,0.296219
7808,STCN,,,,0.104797,1.59167,0.542946,0.443029
7809,STE,,,,0.0741577,2.95664,0.337217,0.27176
7810,STEP,,,,0.324027,0.502985,0.374553,0.362528
7811,STFC,,,,0.0898655,2.04758,0.364785,0.315703
7812,STG,,,,0.349094,1.68633,0.794311,0.732708
7813,STI.U,,,,,,,
7814,STIM,,,,0.325992,2.22745,0.87135,0.775526
7815,STIP,,,,0.00714156,0.103038,0.0182227,0.0160311
7816,STK,,,,0.0749278,1.03144,0.226366,0.19389
7817,STKL,,,,0.169034,1.97851,0.62648,0.534157
7818,STKS,,,,0.0785569,2.46158,0.562551,0.499303
7819,STL,,,,0.0756227,4.17613,0.319797,0.246942
7820,STL-A,,,,,,,
7821,STLC,,,,,,,
7822,STLD,,,,0.161639,2.90789,0.461312,0.411684
7823,STLG,,,,0.330774,0.63624,0.464904,0.444035
7824,STLV,,,,0.409647,0.924918,0.532722,0.483798
7825,STM,,,,0.152134,4.77887,0.489701,0.421779
7826,STMB,,,,,,,
7827,STMP,,,,0.123644,2.33711,0.566803,0.467512
7828,STN,,,,0.0904634,2.85846,0.32469,0.263302
7829,STND,,,,0.0294754,1.64026,0.203379,0.150719
7830,STNE,,,,0.393369,1.57388,0.728746,0.612611
7831,STNG,,,,0.158845,9.68397,0.586161,0.447051
7832,STOK,,,,0.340701,1.70251,0.823286,0.782496
7833,STON,,,,0.0959252,1.79642,0.410728,0.298303
7834,STOR,,,,0.107542,1.52734,0.268489,0.201883
7835,STOT,,,,0.0096436,0.0964467,0.0257176,0.0218194
7836,STP.U,,,,,,,
7837,STP.W,,,,,,,
7838,STPK,,,,0.0800054,1.16705,0.60888,0.371709
7839,STPZ,,,,0.00901267,0.130853,0.0230484,0.0198064
7840,STRA,,,,0.121465,2.05656,0.407488,0.363211
7841,STRL,,,,0.117469,5.12553,0.679261,0.496811
7842,STRM,,,,0.172051,2.10295,0.694549,0.656241
7843,STRO,,,,0.299296,2.08223,0.765538,0.664314
7844,STRS,,,,0.0873293,2.16242,0.550718,0.459918
7845,STRT,,,,0.114898,1.87598,0.408314,0.35307
7846,STSA,,,,0.382116,4.09464,1.34494,1.04397
7847,STSB,,,,,,,
7848,STT,,,,0.0971649,2.924,0.35318,0.272828
7849,STT-D,,,,,,,
7850,STT-G,,,,,,,
7851,STTK,,,,0.847287,1.17064,0.962708,0.98501
7852,STWD,,,,0.0630447,1.74868,0.219519,0.164806
7853,STWO,,,,,,,
7854,STWOW,,,,,,,
7855,STX,,,,0.117279,1.43876,0.416479,0.365971
7856,STXB,,,,0.0839327,1.47786,0.379413,0.199148
7857,STXS,,,,0.254604,10.0859,0.86106,0.692987
7858,STZ,,,,0.07389,2.1725,0.328459,0.277739
7859,STZ.B,,,,,,,
7860,SU,,,,0.0909685,2.91525,0.377708,0.307749
7861,SUB,,,,0.00481909,0.309691,0.0255415,0.0131506
7862,SUI,,,,0.0619411,1.23383,0.234545,0.187858
7863,SULR,,,,,,,
7864,SUM,,,,0.172688,2.24907,0.469043,0.387641
7865,SUMO,,,,0.568224,1.19405,0.781166,0.684183
7866,SUMR,,,,0.10876,4.59494,0.683366,0.568236
7867,SUN,,,,0.100662,1.63387,0.318611,0.274251
7868,SUNS,,,,0.0575918,2.16046,0.201158,0.152297
7869,SUNW,,,,0.328894,8.00078,1.17892,0.905488
7870,SUP,,,,0.117509,1.90434,0.372763,0.297583
7871,SUPN,,,,0.218136,3.74963,0.607218,0.479499
7872,SUPV,,,,0.148533,2.63702,0.661015,0.579223
7873,SURF,,,,0.483272,2.09111,1.07756,0.917348
7874,SUSA,,,,0.0412206,0.811388,0.171785,0.13423
7875,SUSB,,,,0.0119371,0.223463,0.0322467,0.0225871
7876,SUSC,,,,,,,
7877,SUSL,,,,0.0545109,0.80891,0.22413,0.173399
7878,SUZ,,,,0.0720034,1.97512,0.499285,0.434953
7879,SVAC,,,,,,,
7880,SVACU,,,,0.059946,0.141834,0.0876435,0.0765379
7881,SVACW,,,,,,,
7882,SVAL,,,,0.404752,0.405813,0.405282,0.405282
7883,SVBI,,,,0.0807259,1.74307,0.466194,0.354957
7884,SVC,,,,0.114382,2.58751,0.385862,0.203002
7885,SVM,,,,0.239252,1.87517,0.650451,0.613321
7886,SVMK,,,,0.180835,1.09192,0.522149,0.463098
7887,SVRA,,,,0.288829,3.82083,0.997537,0.680305
7888,SVSVU,,,,,,,
7889,SVT,,,,0.164923,1.62131,0.529681,0.477
7890,SVVC,,,,0.0606702,1.72499,0.32212,0.248692
7891,SVXY,,,,0.155442,6.17886,0.781588,0.515618
7892,SWAN,,,,0.0446216,0.560655,0.122773,0.0898606
7893,SWAV,,,,0.204717,1.33502,0.586058,0.538571
7894,SWBI,,,,0.147194,8.81101,0.688737,0.527845
7895,SWCH,,,,0.168473,0.916907,0.437664,0.393548
7896,SWI,,,,0.20229,1.04409,0.403473,0.317865
7897,SWIR,,,,0.155023,1.64361,0.594532,0.539402
7898,SWK,,,,0.0788262,2.02548,0.301551,0.265351
7899,SWKH,,,,0.0737222,8.12651,0.48817,0.313845
7900,SWKS,,,,0.159836,2.74482,0.586247,0.503459
7901,SWM,,,,0.10135,2.93834,0.357013,0.285795
7902,SWN,,,,0.112701,2.94711,0.499227,0.431475
7903,SWT,,,,0.130008,1.29789,0.418564,0.248016
7904,SWTX,,,,0.401384,1.61557,0.839667,0.768634
7905,SWX,,,,0.0540467,1.19829,0.231064,0.202756
7906,SWZ,,,,0.0486033,2.10683,0.196956,0.15289
7907,SXC,,,,0.141483,2.0549,0.509476,0.419798
7908,SXI,,,,0.093844,2.54113,0.351685,0.294218
7909,SXT,,,,0.0860045,2.04904,0.27079,0.232664
7910,SXTC,,,,0.577157,3.05875,1.18473,1.12807
7911,SY,,,,0.342512,1.25081,0.64233,0.594654
7912,SYBT,,,,0.075388,2.08008,0.333039,0.256346
7913,SYBX,,,,0.392594,1.43944,0.797715,0.772819
7914,SYE,,,,0.0515572,0.802946,0.16995,0.151859
7915,SYF,,,,0.128608,1.65868,0.31948,0.260405
7916,SYF-A,,,,,,,
7917,SYG,,,,0.0495692,0.710166,0.173273,0.155409
7918,SYK,,,,0.0770238,8.79152,0.342036,0.242302
7919,SYKE,,,,0.0965818,2.56557,0.483068,0.406948
7920,SYLD,,,,0.05928,1.00478,0.173235,0.130798
7921,SYN,,,,0.34081,4.98378,1.12416,0.862276
7922,SYNA,,,,0.160823,1.41048,0.51238,0.476002
7923,SYNC,,,,0.197124,2.65256,0.644682,0.539652
7924,SYNH,,,,0.152065,1.59514,0.434723,0.372035
7925,SYNL,,,,0.153995,1.98145,0.505971,0.444113
7926,SYPR,,,,0.135385,3.98462,0.744725,0.594505
7927,SYRS,,,,0.209587,1.51103,0.798438,0.765378
7928,SYTA,,,,0.536698,0.79187,0.654482,0.670312
7929,SYTAW,,,,,,,
7930,SYV,,,,0.0574421,0.930572,0.196947,0.154045
7931,SYX,,,,0.126643,1.91346,0.536034,0.465524
7932,SYY,,,,0.0724371,2.11484,0.252323,0.208196
7933,SZC,,,,0.0710894,1.85589,0.233985,0.184697
7934,SZK,,,,0.109586,5.78319,0.428764,0.289409
7935,SZNE,,,,0.0776558,0.910238,0.215792,0.15492
7936,T,,,,0.0535956,1.90367,0.24638,0.194607
7937,TA,,,,0.182321,6.7118,0.808973,0.540711
7938,T-A,,,,,,,
7939,TAAG,,,,0.146766,0.249065,0.202886,0.202825
7940,TAC,,,,0.0955624,1.36716,0.277934,0.24144
7941,TACE,,,,,,,
7942,TACO,,,,0.0442683,2.11733,0.387721,0.323403
7943,TACT,,,,0.132168,1.96748,0.558782,0.482498
7944,TADS,,,,0.0704889,0.223877,0.124157,0.11274
7945,TAEQ,,,,0.0851614,0.267583,0.165442,0.155067
7946,TAGS,,,,0.123292,0.768259,0.364517,0.335966
7947,TAIL,,,,0.0472349,0.587185,0.154838,0.111707
7948,TAIT,,,,0.154227,2.32036,0.819456,0.743226
7949,TAK,,,,0.086167,0.75303,0.215162,0.197848
7950,TAL,,,,0.167713,7.49275,0.501314,0.385653
7951,TAL.W,,,,,,,
7952,TALO,,,,0.132583,4.10555,0.587746,0.431762
7953,TAN,,,,0.156938,1.12683,0.403422,0.355836
7954,TANH,,,,0.14117,3.11645,0.744632,0.609165
7955,TANNI,,,,0.0527109,2.05653,0.188884,0.108645
7956,TANNL,,,,,,,
7957,TANNZ,,,,,,,
7958,TAOP,,,,0.276911,11.1649,0.903861,0.651621
7959,TAP,,,,0.0837974,2.91828,0.296552,0.249457
7960,TAP.A,,,,,,,
7961,TAPR,,,,0.251479,2.72266,0.510297,0.480372
7962,TARA,,,,0.336658,15.6638,1.23804,0.724999
7963,TARO,,,,0.0629441,0.585989,0.265441,0.260738
7964,TARS,,,,1.01508,1.23211,1.10331,1.10079
7965,TAST,,,,0.137989,5.2974,0.491058,0.361549
7966,TAT,,,,0.222003,9.50798,0.95004,0.650994
7967,TATT,,,,0.116673,3.30952,0.661377,0.498916
7968,TAXF,,,,0.0136939,0.234969,0.0442478,0.0254631
7969,TAYD,,,,0.109685,3.19651,0.563519,0.477567
7970,TBB,,,,,,,
7971,TBBK,,,,0.10051,2.07106,0.458557,0.370452
7972,TBC,,,,,,,
7973,TBF,,,,0.0688911,0.461412,0.148793,0.137779
7974,TBI,,,,0.113024,1.12394,0.425009,0.371868
7975,TBIO,,,,0.320199,1.73628,0.882142,0.765492
7976,TBJL,,,,0.0521523,0.113471,0.0796921,0.0658113
7977,TBK,,,,0.150329,1.52437,0.357104,0.292859
7978,TBKCP,,,,,,,
7979,TBLT,,,,0.441051,9.78916,1.88823,1.21014
7980,TBLTW,,,,,,,
7981,TBNK,,,,0.0494686,1.1931,0.203742,0.169591
7982,TBPH,,,,0.240954,1.28453,0.523412,0.468603
7983,TBT,,,,0.133246,5.79874,0.364644,0.259449
